[rosmaster.main][INFO] 2020-02-27 13:50:48,083: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-02-27 13:50:48,083: Starting ROS Master Node
[xmlrpc][INFO] 2020-02-27 13:50:48,084: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2020-02-27 13:50:48,084: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2020-02-27 13:50:48,084: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2020-02-27 13:50:48,084: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2020-02-27 13:50:48,143: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,147: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__33835] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/serial_node/baud] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,247: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,248: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,248: +PARAM [/serial_node/port] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,248: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2020-02-27 13:50:48,249: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39313/
[rosmaster.master][INFO] 2020-02-27 13:50:48,250: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39313/
[rosmaster.master][INFO] 2020-02-27 13:50:48,251: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39313/
[rosmaster.master][INFO] 2020-02-27 13:50:48,254: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39313/
[rosmaster.master][INFO] 2020-02-27 13:50:48,281: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35201/
[rosmaster.master][INFO] 2020-02-27 13:50:48,282: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35201/
[rosmaster.master][INFO] 2020-02-27 13:50:48,283: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:39313/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:35201/']
[rosmaster.master][INFO] 2020-02-27 13:50:48,284: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35201/
[rosmaster.master][INFO] 2020-02-27 13:50:48,286: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:39313/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:35201/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-02-27 13:50:48,289: +PUB [/rosout] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:36365/
[rosmaster.master][INFO] 2020-02-27 13:50:48,289: +SERVICE [/usb_cam/image_proc/get_loggers] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:36365/
[rosmaster.master][INFO] 2020-02-27 13:50:48,290: +SERVICE [/usb_cam/image_proc/set_logger_level] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:36365/
[rosmaster.master][INFO] 2020-02-27 13:50:48,307: +PUB [/rosout] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:45729/
[rosmaster.master][INFO] 2020-02-27 13:50:48,308: +SERVICE [/whycon/get_loggers] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:45729/
[rosmaster.master][INFO] 2020-02-27 13:50:48,308: +SERVICE [/whycon/set_logger_level] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:45729/
[rosmaster.master][INFO] 2020-02-27 13:50:48,316: +PUB [/rosout] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:44505/
[rosmaster.master][INFO] 2020-02-27 13:50:48,317: +SERVICE [/whycon_display/image_view/get_loggers] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:44505/
[rosmaster.master][INFO] 2020-02-27 13:50:48,318: +SERVICE [/whycon_display/image_view/set_logger_level] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:44505/
[rosmaster.master][INFO] 2020-02-27 13:50:48,321: +SERVICE [/usb_cam/image_proc_debayer/set_parameters] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:36365/
