[rosmaster.main][INFO] 2019-12-23 02:58:34,783: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-23 02:58:34,783: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-23 02:58:34,784: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2019-12-23 02:58:34,784: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2019-12-23 02:58:34,784: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-23 02:58:34,784: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-23 02:58:34,833: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,837: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__38759] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,934: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,934: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,934: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,934: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,934: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,934: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,934: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,934: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,934: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,935: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,935: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:58:34,935: +PARAM [/whycon/inner_diameter] by /roslaunch
