[rosmaster.main][INFO] 2020-02-28 18:29:42,219: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-02-28 18:29:42,219: Starting ROS Master Node
[xmlrpc][INFO] 2020-02-28 18:29:42,220: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2020-02-28 18:29:42,220: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2020-02-28 18:29:42,220: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2020-02-28 18:29:42,220: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2020-02-28 18:29:42,279: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,282: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__42313] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,386: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,386: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,386: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/serial_node/baud] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 18:29:42,387: +PARAM [/serial_node/port] by /roslaunch
