[rosmaster.main][INFO] 2019-12-27 22:51:17,167: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-27 22:51:17,167: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-27 22:51:17,168: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2019-12-27 22:51:17,168: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2019-12-27 22:51:17,168: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-27 22:51:17,168: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-27 22:51:17,214: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:17,215: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__36005] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:17,288: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:17,288: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:17,293: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:35221/
[rosmaster.master][INFO] 2019-12-27 22:51:17,294: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:35221/
[rosmaster.master][INFO] 2019-12-27 22:51:17,295: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:35221/
[rosmaster.master][INFO] 2019-12-27 22:51:17,298: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:35221/
[rosmaster.master][INFO] 2019-12-27 22:51:19,596: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__46731] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,599: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,600: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,600: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-27 22:51:19,681: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:42673/
[rosmaster.master][INFO] 2019-12-27 22:51:19,682: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:42673/
[rosmaster.master][INFO] 2019-12-27 22:51:19,683: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:42673/
[rosmaster.master][INFO] 2019-12-27 22:51:19,688: +PUB [/rosout] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:38681/
[rosmaster.master][INFO] 2019-12-27 22:51:19,689: +SERVICE [/usb_cam/image_proc/get_loggers] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:38681/
[rosmaster.master][INFO] 2019-12-27 22:51:19,690: +SERVICE [/usb_cam/image_proc/set_logger_level] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:38681/
[rosmaster.master][INFO] 2019-12-27 22:51:19,701: +PUB [/rosout] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:39685/
[rosmaster.master][INFO] 2019-12-27 22:51:19,702: +SERVICE [/whycon/get_loggers] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:39685/
[rosmaster.master][INFO] 2019-12-27 22:51:19,703: +SERVICE [/whycon/set_logger_level] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:39685/
[rosmaster.master][INFO] 2019-12-27 22:51:19,704: +PUB [/rosout] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:32883/
[rosmaster.master][INFO] 2019-12-27 22:51:19,705: +SERVICE [/whycon_display/image_view/get_loggers] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:32883/
[rosmaster.master][INFO] 2019-12-27 22:51:19,706: +SERVICE [/whycon_display/image_view/set_logger_level] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:32883/
[rosmaster.master][INFO] 2019-12-27 22:51:19,717: +SERVICE [/usb_cam/image_proc_debayer/set_parameters] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:38681/
[rosmaster.master][INFO] 2019-12-27 22:51:19,718: +PUB [/usb_cam/image_proc_debayer/parameter_descriptions] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:38681/
[rosmaster.master][INFO] 2019-12-27 22:51:19,719: +PUB [/usb_cam/image_proc_debayer/parameter_updates] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:38681/
[rosmaster.master][INFO] 2019-12-27 22:51:19,722: +PARAM [/usb_cam/image_proc_debayer/debayer] by /usb_cam/image_proc
[rosmaster.master][INFO] 2019-12-27 22:51:19,723: +PUB [/usb_cam/image_raw/compressedDepth] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:42673/
[rosmaster.master][INFO] 2019-12-27 22:51:19,724: +PARAM [/usb_cam/image_proc_debayer/debayer] by /usb_cam/image_proc
[rosmaster.master][INFO] 2019-12-27 22:51:19,724: +SERVICE [/usb_cam/image_raw/compressedDepth/set_parameters] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:42673/
