[rosmaster.main][INFO] 2019-12-23 02:50:23,827: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-23 02:50:23,827: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-23 02:50:23,828: XML-RPC server binding to 0.0.0.0:11311
[rosmaster.master][INFO] 2019-12-23 02:50:23,828: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-23 02:50:23,828: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-23 02:50:23,829: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-23 02:50:23,884: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,887: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__46245] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,997: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,997: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,997: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,997: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,997: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,998: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,998: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,998: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,998: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,998: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,998: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:23,998: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-23 02:50:24,000: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:43865/
[rosmaster.master][INFO] 2019-12-23 02:50:24,000: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:43865/
[rosmaster.master][INFO] 2019-12-23 02:50:24,001: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:43865/
[rosmaster.master][INFO] 2019-12-23 02:50:24,004: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:43865/
[rosmaster.master][INFO] 2019-12-23 02:50:24,021: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:45253/
[rosmaster.master][INFO] 2019-12-23 02:50:24,022: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:45253/
[rosmaster.master][INFO] 2019-12-23 02:50:24,023: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:45253/
[rosmaster.master][INFO] 2019-12-23 02:50:24,028: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:43865/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:45253/']
