[rosmaster.main][INFO] 2019-12-28 00:40:14,743: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-28 00:40:14,743: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-28 00:40:14,744: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2019-12-28 00:40:14,744: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-28 00:40:14,744: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-28 00:40:14,744: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2019-12-28 00:40:14,790: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:14,792: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__36983] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:14,871: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:14,872: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:14,876: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39601/
[rosmaster.master][INFO] 2019-12-28 00:40:14,877: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39601/
[rosmaster.master][INFO] 2019-12-28 00:40:14,878: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39601/
[rosmaster.master][INFO] 2019-12-28 00:40:14,881: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39601/
[rosmaster.master][INFO] 2019-12-28 00:40:17,416: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__40887] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,419: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,419: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,419: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,419: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,419: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,419: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,419: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,420: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,420: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,420: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,420: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,420: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-28 00:40:17,506: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:41579/
[rosmaster.master][INFO] 2019-12-28 00:40:17,506: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:41579/
[rosmaster.master][INFO] 2019-12-28 00:40:17,507: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:41579/
[rosmaster.master][INFO] 2019-12-28 00:40:17,516: +PUB [/rosout] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34477/
[rosmaster.master][INFO] 2019-12-28 00:40:17,516: +SERVICE [/usb_cam/image_proc/get_loggers] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34477/
[rosmaster.master][INFO] 2019-12-28 00:40:17,517: +SERVICE [/usb_cam/image_proc/set_logger_level] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34477/
[rosmaster.master][INFO] 2019-12-28 00:40:17,521: +PUB [/rosout] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:42863/
[rosmaster.master][INFO] 2019-12-28 00:40:17,522: +SERVICE [/whycon/get_loggers] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:42863/
[rosmaster.master][INFO] 2019-12-28 00:40:17,522: +SERVICE [/whycon/set_logger_level] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:42863/
[rosmaster.master][INFO] 2019-12-28 00:40:17,528: +PUB [/rosout] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:37635/
[rosmaster.master][INFO] 2019-12-28 00:40:17,529: +SERVICE [/whycon_display/image_view/get_loggers] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:37635/
[rosmaster.master][INFO] 2019-12-28 00:40:17,530: +SERVICE [/whycon_display/image_view/set_logger_level] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:37635/
[rosmaster.master][INFO] 2019-12-28 00:40:17,549: +SERVICE [/usb_cam/image_proc_debayer/set_parameters] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34477/
[rosmaster.master][INFO] 2019-12-28 00:40:17,550: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:39601/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:41579/']
[rosmaster.master][INFO] 2019-12-28 00:40:17,550: +PUB [/usb_cam/image_proc_debayer/parameter_descriptions] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34477/
[rosmaster.master][INFO] 2019-12-28 00:40:17,553: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:39601/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:41579/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-12-28 00:40:17,554: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:39601/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:41579/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:34477/']
[rosmaster.master][INFO] 2019-12-28 00:40:17,554: +PUB [/usb_cam/image_raw/compressedDepth] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:41579/
