[rosmaster.main][INFO] 2020-02-28 17:05:15,439: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-02-28 17:05:15,439: Starting ROS Master Node
[xmlrpc][INFO] 2020-02-28 17:05:15,440: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2020-02-28 17:05:15,440: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2020-02-28 17:05:15,440: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2020-02-28 17:05:15,441: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2020-02-28 17:05:15,495: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,497: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__36075] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,591: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,591: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,591: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,591: +PARAM [/serial_node/baud] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,591: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,591: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,592: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,592: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,592: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,592: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,592: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,592: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,592: +PARAM [/serial_node/port] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,593: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2020-02-28 17:05:15,593: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:38137/
[rosmaster.master][INFO] 2020-02-28 17:05:15,594: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:38137/
[rosmaster.master][INFO] 2020-02-28 17:05:15,595: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:38137/
[rosmaster.master][INFO] 2020-02-28 17:05:15,597: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:38137/
[rosmaster.master][INFO] 2020-02-28 17:05:15,629: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:36283/
[rosmaster.master][INFO] 2020-02-28 17:05:15,631: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:36283/
[rosmaster.master][INFO] 2020-02-28 17:05:15,632: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:36283/
[rosmaster.master][INFO] 2020-02-28 17:05:15,637: +PUB [/rosout] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:36003/
