[rosmaster.main][INFO] 2020-01-31 22:45:55,730: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-01-31 22:45:55,730: Starting ROS Master Node
[xmlrpc][INFO] 2020-01-31 22:45:55,731: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2020-01-31 22:45:55,731: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2020-01-31 22:45:55,731: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2020-01-31 22:45:55,731: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2020-01-31 22:45:55,785: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,786: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__37337] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,878: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,878: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,878: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,878: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,878: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,878: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,879: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,879: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,879: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,879: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,879: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,879: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 22:45:55,880: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:46485/
[rosmaster.master][INFO] 2020-01-31 22:45:55,881: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:46485/
[rosmaster.master][INFO] 2020-01-31 22:45:55,882: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:46485/
[rosmaster.master][INFO] 2020-01-31 22:45:55,885: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:46485/
