[rosmaster.main][INFO] 2019-12-30 19:18:23,364: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-30 19:18:23,364: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-30 19:18:23,365: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2019-12-30 19:18:23,365: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2019-12-30 19:18:23,365: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-30 19:18:23,365: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-30 19:18:23,404: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:23,406: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__39903] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:23,508: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:23,508: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:23,743: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39065/
[rosmaster.master][INFO] 2019-12-30 19:18:23,746: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39065/
[rosmaster.master][INFO] 2019-12-30 19:18:23,751: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39065/
[rosmaster.master][INFO] 2019-12-30 19:18:23,762: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39065/
[rosmaster.master][INFO] 2019-12-30 19:18:39,823: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__34145] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,825: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,825: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,825: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,825: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,825: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,825: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,825: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,826: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,826: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,826: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,826: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:39,826: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-30 19:18:40,215: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:46081/
[rosmaster.master][INFO] 2019-12-30 19:18:40,216: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:39065/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:46081/']
[rosmaster.master][INFO] 2019-12-30 19:18:40,220: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:46081/
[rosmaster.master][INFO] 2019-12-30 19:18:40,222: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:39065/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:46081/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2019-12-30 19:18:40,224: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:46081/
[rosmaster.master][INFO] 2019-12-30 19:18:40,460: +PUB [/usb_cam/image_raw/compressedDepth] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:46081/
[rosmaster.master][INFO] 2019-12-30 19:18:40,463: +SERVICE [/usb_cam/image_raw/compressedDepth/set_parameters] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:46081/
[rosmaster.master][INFO] 2019-12-30 19:18:40,467: +PUB [/usb_cam/image_raw/compressedDepth/parameter_descriptions] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:46081/
[rosmaster.master][INFO] 2019-12-30 19:18:40,469: +PUB [/rosout] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34407/
[rosmaster.master][INFO] 2019-12-30 19:18:40,471: +PUB [/usb_cam/image_raw/compressedDepth/parameter_updates] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:46081/
[rosmaster.master][INFO] 2019-12-30 19:18:40,474: +SERVICE [/usb_cam/image_proc/get_loggers] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34407/
[rosmaster.master][INFO] 2019-12-30 19:18:40,478: +SERVICE [/usb_cam/image_proc/set_logger_level] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34407/
[rosmaster.master][INFO] 2019-12-30 19:18:40,485: +PARAM [/usb_cam/image_raw/compressedDepth/depth_max] by /usb_cam
[rosmaster.master][INFO] 2019-12-30 19:18:40,489: +PARAM [/usb_cam/image_raw/compressedDepth/depth_quantization] by /usb_cam
[rosmaster.master][INFO] 2019-12-30 19:18:40,492: +PARAM [/usb_cam/image_raw/compressedDepth/png_level] by /usb_cam
[rosmaster.master][INFO] 2019-12-30 19:18:40,494: +PARAM [/usb_cam/image_raw/compressedDepth/depth_max] by /usb_cam
[rosmaster.master][INFO] 2019-12-30 19:18:40,496: +PARAM [/usb_cam/image_raw/compressedDepth/depth_quantization] by /usb_cam
[rosmaster.master][INFO] 2019-12-30 19:18:40,499: +PARAM [/usb_cam/image_raw/compressedDepth/png_level] by /usb_cam
