[rosmaster.main][INFO] 2019-12-25 00:46:28,053: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-25 00:46:28,054: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-25 00:46:28,054: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2019-12-25 00:46:28,055: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-25 00:46:28,055: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-25 00:46:28,055: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2019-12-25 00:46:28,089: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,090: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__36155] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,181: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,182: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-25 00:46:28,521: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/
[rosmaster.master][INFO] 2019-12-25 00:46:28,523: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/
[rosmaster.master][INFO] 2019-12-25 00:46:28,528: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/
[rosmaster.master][INFO] 2019-12-25 00:46:28,540: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/
[rosmaster.master][INFO] 2019-12-25 00:46:29,071: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/
[rosmaster.master][INFO] 2019-12-25 00:46:29,073: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/
[rosmaster.master][INFO] 2019-12-25 00:46:29,076: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/
[rosmaster.master][INFO] 2019-12-25 00:46:29,156: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/']
[rosmaster.master][INFO] 2019-12-25 00:46:29,157: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-12-25 00:46:29,417: +PUB [/usb_cam/image_raw/compressedDepth] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/
[rosmaster.master][INFO] 2019-12-25 00:46:29,426: +PUB [/rosout] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:39111/
[rosmaster.master][INFO] 2019-12-25 00:46:29,428: +SERVICE [/usb_cam/image_raw/compressedDepth/set_parameters] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/
[rosmaster.master][INFO] 2019-12-25 00:46:29,431: +PUB [/rosout] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:42391/
[rosmaster.master][INFO] 2019-12-25 00:46:29,434: +PUB [/rosout] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:37403/
[rosmaster.master][INFO] 2019-12-25 00:46:29,436: +SERVICE [/whycon/get_loggers] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:39111/
[rosmaster.master][INFO] 2019-12-25 00:46:29,438: +PUB [/usb_cam/image_raw/compressedDepth/parameter_descriptions] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/
[rosmaster.master][INFO] 2019-12-25 00:46:29,440: +SERVICE [/whycon_display/image_view/get_loggers] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:42391/
[rosmaster.master][INFO] 2019-12-25 00:46:29,443: +SERVICE [/usb_cam/image_proc/get_loggers] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:37403/
[rosmaster.master][INFO] 2019-12-25 00:46:29,445: +SERVICE [/whycon/set_logger_level] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:39111/
[rosmaster.master][INFO] 2019-12-25 00:46:29,447: +PUB [/usb_cam/image_raw/compressedDepth/parameter_updates] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/
[rosmaster.master][INFO] 2019-12-25 00:46:29,449: +SERVICE [/whycon_display/image_view/set_logger_level] /whycon_display/image_view http://itachi-HP-Pavilion-Laptop-15-cc1xx:42391/
[rosmaster.master][INFO] 2019-12-25 00:46:29,451: +SERVICE [/usb_cam/image_proc/set_logger_level] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:37403/
[rosmaster.master][INFO] 2019-12-25 00:46:29,457: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:39111/']
[rosmaster.master][INFO] 2019-12-25 00:46:29,462: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:39111/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-12-25 00:46:29,462: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:39111/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:42391/']
[rosmaster.master][INFO] 2019-12-25 00:46:29,465: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:39111/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:42391/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2019-12-25 00:46:29,468: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:39111/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:42391/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:37403/']
[rosmaster.master][INFO] 2019-12-25 00:46:29,472: publisherUpdate[/rosout] -> http://itachi-HP-Pavilion-Laptop-15-cc1xx:41291/ ['http://itachi-HP-Pavilion-Laptop-15-cc1xx:43705/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:39111/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:42391/', 'http://itachi-HP-Pavilion-Laptop-15-cc1xx:37403/']: sec=0.00, result=[1, '', 0]
