[rosmaster.main][INFO] 2019-12-29 03:27:09,863: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-29 03:27:09,863: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-29 03:27:09,864: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2019-12-29 03:27:09,865: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2019-12-29 03:27:09,865: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-29 03:27:09,865: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-29 03:27:09,917: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:09,918: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__43447] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:10,001: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:10,001: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:10,006: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39555/
[rosmaster.master][INFO] 2019-12-29 03:27:10,006: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39555/
[rosmaster.master][INFO] 2019-12-29 03:27:10,008: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39555/
[rosmaster.master][INFO] 2019-12-29 03:27:10,011: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:39555/
[rosmaster.master][INFO] 2019-12-29 03:27:12,218: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__43111] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,221: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-29 03:27:12,304: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:34077/
