[rosmaster.main][INFO] 2019-12-21 10:54:22,099: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-21 10:54:22,100: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-21 10:54:22,100: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2019-12-21 10:54:22,100: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2019-12-21 10:54:22,101: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-21 10:54:22,101: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-21 10:54:22,159: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-21 10:54:22,160: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__46293] by /roslaunch
[rosmaster.master][INFO] 2019-12-21 10:54:22,225: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-21 10:54:22,226: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-21 10:54:22,230: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:44157/
[rosmaster.master][INFO] 2019-12-21 10:54:22,230: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:44157/
[rosmaster.master][INFO] 2019-12-21 10:54:22,232: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:44157/
[rosmaster.master][INFO] 2019-12-21 10:54:22,234: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:44157/
[rosmaster.master][INFO] 2019-12-21 10:54:32,535: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__34835] by /roslaunch
[rosmaster.master][INFO] 2019-12-21 10:54:32,537: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-21 10:54:32,537: +PARAM [/usb_cam/video_device] by /roslaunch
