[rosmaster.main][INFO] 2020-01-31 19:41:42,124: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-01-31 19:41:42,124: Starting ROS Master Node
[xmlrpc][INFO] 2020-01-31 19:41:42,125: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2020-01-31 19:41:42,125: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2020-01-31 19:41:42,125: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2020-01-31 19:41:42,126: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2020-01-31 19:41:42,178: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,180: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__42649] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,280: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,280: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,280: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,280: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,280: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,280: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,281: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,281: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,281: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,281: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,281: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,281: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2020-01-31 19:41:42,282: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:38103/
[rosmaster.master][INFO] 2020-01-31 19:41:42,283: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:38103/
[rosmaster.master][INFO] 2020-01-31 19:41:42,284: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:38103/
[rosmaster.master][INFO] 2020-01-31 19:41:42,287: +SUB [/rosout] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:38103/
[rosmaster.master][INFO] 2020-01-31 19:41:42,305: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35645/
[rosmaster.master][INFO] 2020-01-31 19:41:42,306: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35645/
[rosmaster.master][INFO] 2020-01-31 19:41:42,306: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:35645/
[rosmaster.master][INFO] 2020-01-31 19:41:42,314: +PUB [/rosout] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34437/
[rosmaster.master][INFO] 2020-01-31 19:41:42,314: +SERVICE [/usb_cam/image_proc/get_loggers] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34437/
[rosmaster.master][INFO] 2020-01-31 19:41:42,315: +SERVICE [/usb_cam/image_proc/set_logger_level] /usb_cam/image_proc http://itachi-HP-Pavilion-Laptop-15-cc1xx:34437/
[rosmaster.master][INFO] 2020-01-31 19:41:42,322: +PUB [/rosout] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:44843/
[rosmaster.master][INFO] 2020-01-31 19:41:42,323: +SERVICE [/whycon/get_loggers] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:44843/
[rosmaster.master][INFO] 2020-01-31 19:41:42,323: +SERVICE [/whycon/set_logger_level] /whycon http://itachi-HP-Pavilion-Laptop-15-cc1xx:44843/
