[rosmaster.main][INFO] 2019-12-26 01:11:37,626: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2019-12-26 01:11:37,626: Starting ROS Master Node
[xmlrpc][INFO] 2019-12-26 01:11:37,627: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2019-12-26 01:11:37,627: Started XML-RPC server [http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[xmlrpc][INFO] 2019-12-26 01:11:37,627: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2019-12-26 01:11:37,627: Master initialized: port[11311], uri[http://itachi-HP-Pavilion-Laptop-15-cc1xx:11311/]
[rosmaster.master][INFO] 2019-12-26 01:11:37,675: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,679: +PARAM [/roslaunch/uris/host_itachi_hp_pavilion_laptop_15_cc1xx__40117] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,804: +PARAM [/usb_cam/image_width] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,804: +PARAM [/usb_cam/video_device] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,805: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,805: +PARAM [/whycon/targets] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,806: +PARAM [/usb_cam/pixel_format] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,806: +PARAM [/usb_cam/io_method] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,806: +PARAM [/usb_cam/camera_frame_id] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,806: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,807: +PARAM [/whycon/outer_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,807: +PARAM [/usb_cam/image_height] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,807: +PARAM [/whycon/name] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:37,808: +PARAM [/whycon/inner_diameter] by /roslaunch
[rosmaster.master][INFO] 2019-12-26 01:11:38,345: +SERVICE [/rosout/get_loggers] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:45213/
[rosmaster.master][INFO] 2019-12-26 01:11:38,348: +SERVICE [/rosout/set_logger_level] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:45213/
[rosmaster.master][INFO] 2019-12-26 01:11:38,354: +PUB [/rosout_agg] /rosout http://itachi-HP-Pavilion-Laptop-15-cc1xx:45213/
[rosmaster.master][INFO] 2019-12-26 01:11:38,356: +PUB [/rosout] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:39835/
[rosmaster.master][INFO] 2019-12-26 01:11:38,360: +SERVICE [/usb_cam/get_loggers] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:39835/
[rosmaster.master][INFO] 2019-12-26 01:11:38,364: +SERVICE [/usb_cam/set_logger_level] /usb_cam http://itachi-HP-Pavilion-Laptop-15-cc1xx:39835/
